"","Coauthor","Paper","Journal","AuthorID","PaperNO","PaperID"
"1636","J Lee;Raymond W T Leung","Design and Analysis of a Fault-Tolerant Mechanism for a Server-Less Video-On-Demand System ","ICPADS International Conference Parallel and Distributed Systems","12","28","1636"
"1637","S Lee;G Park;J Oh;K Kim;S -g Lee;C Wu","A Component-based Architecture for Digital Catalog Library Systems,","Proceedings of Software Architecture and Components Workshop","12","28","1637"
"1638","C Chen;Ping Guo;C L Philip Chen"," Regularization Parameter Estimation Based on Bayesian-Kullback Data Smoothing Theory for Feedforward Neural Networks "," IEEE Trans Systems Man and Cybernetics Part B","12","29","1638"
"1639","J Lee;W T Leung;Jack Y B Lee","A Server-less Architecture for Building Scalable, Reliable, and Cost-Effective Video-on-demand Systems,","Internet Workshop Collaborative Computing Higher Education Peer to Peer and Beyond","12","29","1639"
"1640","S Lee;Ghassan Z Qadah ; Lawrence J Henschen","Semantic Query Reformulation in Deductive Databases ","ICDE International Conference Data Engineering","12","29","1640"
"1641"," Chauchin Su ; Shing Tenchen ; Yi-Ren Cheng","Analog signal metrology for mixed signal ICs ","Asian Test Symposium","12","3","1641"
"1642","C Chen;","* A Rapid Stepwise Learning Algorithm for Flat Neural Networks and Self-Architecting Functional Basis Neural Networks","","12","3","1642"
"1643","J Lee;C Y Chan","On Transmission Scheduling in a Server-Less Video-on-Demand System ","Euro Par","12","3","1643"
"1644","J Martin; ","Focusing Attention for Observational Learning: The Importance of Context ","IJCAI International Joint Conference Artificial Intelligence","12","3","1644"
"1645","J Smith; R W Drake","Some techniques for File Recovery ","Australian Computer Journal","12","3","1645"
"1646","M Brown; G Sutcliffe ","PTTP+GLiDeS - Semantically Guided PTTP,","D McAllester editor Automated Deduction CADE Conference Automated Deduction th International Conference Automated Deduction Proceedings p number LNAI Springer Verlag New","12","3","1646"
"1647","S Lee;Jae-young Chang","An Extended Query Reformulation Technique Using Materialized Views ","DEXA Database and Expert Systems Applications Workshop","12","3","1647"
"1648","C Chen;Q He;H Li;C L Philip Chen;E S Lee"," Extension Principles and Fuzzy Set Categories "," International Journal of Computers and Mathematics Applications Pergamon Press","12","30","1648"
"1649","J Lee;W C Liu;Jack Y B Lee","Constrained Consonant Broadcasting A Generalized Periodic Broadcasting Scheme for Large Scale Video Streaming,","Proc IEEE International Conference Multimedia and Expo ICME U S A","12","30","1649"
"1650","S Lee;Junho Shim ; Taehee Lee","DOC: A Distributed Object Caching System for Information Infrastructure ","Human Society Internet","12","30","1650"
"1651","C Chen;Steven R LeClair ; Yoh-Han Pao","An incremental adaptive implementation of functional-link processing for function approximation, time-series prediction, and system identification ","Neurocomputing","12","31","1651"
"1652","J Lee;John C S Lui","Automatic Recovery from Disk Failure in Continuous-Media Servers ","IEEE Trans Parallel Distrib Syst","12","31","1652"
"1653","S Lee;Junho Shim ; Taehee Lee","A Server Placement Algorithm Conscious of Communication Delays and Relocation Costs ","NETWORKING Workshops","12","31","1653"
"1654","C Chen;Steven R LeClair","Integration of design and manufacturing: solving setup generation and feature sequencing using an unsupervised-learning approach ","Computer Aided Design","12","32","1654"
"1655","J Lee;P C Wong; Y B Lee","Redundant Array of Inexpensive Servers Canada, June , , - ","ICC International Conference Communications","12","32","1655"
"1656","J Shim;T Lee;S Lee","A Server Placement Algorithm Conscious of Communication Delays and Relocation Costs,","Proceedings of the Web Engineering Conference Lecture Notes Computer Science","12","32","1656"
"1657","C Chen;C S G Lee;C L Chen"," Efficient Mapping Algorithms for Scheduling Robot Inverse Dynamics Computation on a Multiprocessor System, ","IEEE Trans Systems Man and Cybernetics SMC","12","33","1657"
"1658","J Lee;H P Sze; S C Liew; Jack Y B Lee; C S Yip","A Multiplexing Scheme for H Voice-over-IP Applications,","IEEE Journal Selected Areas Communications","12","33","1658"
"1659","S Lee;Chisu Wu ; Geunduk Park ; Jaewon Oh ; Kapsoo Kim","Catalog Sharing through Catalog Interoperability ","Human Society Internet","12","33","1659"
"1660","C Chen;H Li;C L Philip Chen"," DFE Method of Fuzzy Decision-Making: An Approach Based on Factor Spaces Theory, ","Fuzzy Sets and Systems Elsevier Science","12","34","1660"
"1661","J Lee;H P Sze; S C Liew; Jack Y B Lee","A Packet-Loss-Recovery Scheme for Continuous-Media Streaming over Internet,","IEEE Communications Letters","12","34","1661"
"1662","S Lee;Chisu Wu ; Dongkyu Kim ; Kapsoo Kim ; Woochang Shin","Digital Catalog Library: A Shared Repository of Online Catalogs for Electronic Commerce ","WECWIS Workshop Advanced Issues of E and Web based Information Systems","12","34","1662"
"1663","C Chen;H Li;C L Philip Chen;E S Lee"," Factor Spaces Theory and Fuzzy Information Processing: Fuzzy Decision Making Based on the Concepts of Feedback Extension "," International Journal of Computers and Mathematics Applications Pergamon Press","12","35","1663"
"1664","J Lee;Kong Chun Wai;Jack Y B Lee","Slice-and-Patch - An Algorithm to Support VBR Video Streaming in a Multicast-based Video-on-Demand System,","Journal of Information Science and Engineering","12","35","1664"
"1665","C Chen;H Li;C L Philip Chen;V C Yen;E S Lee"," Factor Spaces Theory and its Applications to Fuzzy Information Processing: Two Kinds of Factor Space Canes "," International Journal of Computers and Mathematics Applications Pergamon Press","12","36","1665"
"1666","J Lee;Kong Chun Wai;Jack Y B Lee","Slice-and-Patch - An Algorithm to Support VBR Video Streaming in a Multicast-based Video-on-Demand System,","Proc International Conference Parallel and Distributed Systems","12","36","1666"
"1667","C Chen;HongXing Li;C L Philip Chen;Han-Pang Huang"," Fuzzy Neural Intelligent Systems: Mathematical Foundation and Application to Engineering "," CRC Press ISBN pages","12","37","1667"
"1668","J Lee;P C Wong","Performance Analysis of a Pull-Based Parallel Video Server ","IEEE Trans Parallel Distrib Syst","12","37","1668"
"1669","C Chen;H Li;C L Philip Chen;E S Lee"," Mathematical Essence and Structures of Neural Networks and Fuzzy Neural Networks -- Part : On Functional-Link Neural Networks, ","International Journal of Mathematical Analysis and Applications","12","38","1669"
"1670","J Lee;Y W Wong;Jack Y B Lee","Recursive Patching An Efficient Technique for Multicast Video Streaming,","Proc th International Conference Information Systems ICEIS International Conference Information Systems Angers","12","38","1670"
"1671","C Chen;H Li;C L Philip Chen;E S Lee"," Mathematical Essence and Structures of Neural Networks and Fuzzy Neural Networks -- Part : On Forward Neural Networks, ","International Journal of Mathematical Analysis and Applications","12","39","1671"
"1672","J Lee;P C Wong","Redundant Array of Inexpensive Servers RAIS for On-Demand Multimedia Services ","ICC International Conference Communications","12","39","1672"
"1673","C Chen;"," Solving Sequences of Interactive Features Using the Episodal Associative Memory, ","Artificial Intelligence for Engineering Design Analysis and Manufacturing","12","4","1673"
"1674","J Lee;T K Ho;Jack Y B Lee","A Novel Redundant Data Update Algorithm for Fault-Tolerant Server-less Video-on-Demand Systems,","Proc High Performance Large Scale Computing HP LSC Conference Nottingham UK","12","4","1674"
"1675","J Smith; D M Ryan ; H G Mackenzie","Experiments with a Britton-Lee Data base machine on CSIRONET ","Australian Computer Journal","12","4","1675"
"1676","M Brown; G Sutcliffe ","PTTP+GLiDeS - Using Models to Guide Linear Deductions ","Baumgartner P Fermueller C Peltier N Zhang H Eds Proceedings of the CADE Conference Automated Deduction Workshop Model Computation Principles Algorithms Applications","12","4","1676"
"1677","S Lee;Jae-Heon Cheong","A Boolean Query Processing with a Result Cache in Mediator Systems ","ADL Advances Digital Libraries","12","4","1677"
"1678","Y Chen; Chauchin Su ; Shyh-Jye Jou","Intrinsic response for analog module testing using an analog testability bus ","ACM Trans Design Autom Electr Syst","12","4","1678"
"1679","C Chen;H Li;C L Philip Chen"," The Equivalence Between Fuzzy Logic Systems and Feedback Forward Neural Networks "," IEEE Trans Neural Networks","12","40","1679"
"1680","J Lee;P C Wong","A Server Array Approach for Video-On-Demand Service on Local Area Networks ","INFOCOM The Conference Computer Communications","12","40","1680"
"1681","C Chen;H Li;C L Philip Chen"," The Interpolation Mechanism of Fuzzy Control and its Relationship to PID Control "," International Journal of Fuzzy Systems","12","41","1681"
"1682","J Lee;P C Wong","The Effect of Function Noise on GP Efficiency ","Evo Workshops","12","41","1682"
"1683","C Chen;Michael R Lyu ; Ping Guo","Regularization parameter estimation for feedforward neural networks ","IEEE Transactions Systems Man and Cybernetics Part B","12","42","1683"
"1684","J Lee;Y B Lee; P C Wong","Designing a Server Array System for Multimedia World-Wide-Web Services,","Workshop Resource Management Computer Systems and Networks Eighth IEEE Symposium Parallel and Distributed Processing New Orleans","12","42","1684"
"1685","C Chen;Vincent A Schmidt","Extracting Rules From the Aggregate feedforward Neural Network ","IC AI Artificial Intelligence","12","43","1685"
"1686","J Lee;Y B Lee; P C Wong","A Server Array Approach for Video-on-demand Service on Local Area Networks,","Proc IEEE INFOCOM The Conference Computer Communications","12","43","1686"
"1687","C Chen;V A Schmidt;C L Philip Chen"," Using the Aggregate Feedforward Neural Network for Rule Extraction "," International Journal of Fuzzy Systems","12","44","1687"
"1688","J Lee;Y B Lee; P C Wong","Storage Rebuild for Automatic Failure Recovery in Video-on-Demand Servers,","Proc IEEE ISCE","12","44","1688"
"1689","C Chen;Yan Wang ; Yang Xiao","An Optimal Distributed Call Admission Control for Adaptive Multimedia in Wireless/Mobile Networks ","MASCOTS INTERNATIONAL SYMPOSIUM MODELING ANALYSIS AND SIMULATION OF COMPUTER AND TELECOMMUNICATION SYSTEMS","12","45","1689"
"1690","C Chen;Yang Xiao;C L Philip Chen;B Wang"," Bandwidth Degradation QoS for Adaptive Multimedia in Wireless/Mobile Networks "," Computer Communications Elsevier Science","12","46","1690"
"1691","C Chen;Yang Xiao;C L Philip Chen;Yan Wang"," Call Admission Control and Bandwidth Reallocation Algorithm for Multi-Classes of Adaptive Multimedia Services in Wireless/Mobile Networks "," Multiaccess Mobility and Teletraffic for Wireless Communications Volume Edited by Gordon L St ber and Bijan Jabbari Kluwer Academic Publishers","12","47","1691"
"1692","C Chen;Yang Xiao","QoS for Adaptive Multimedia in Wireless/Mobile Networks ","MASCOTS INTERNATIONAL SYMPOSIUM MODELING ANALYSIS AND SIMULATION OF COMPUTER AND TELECOMMUNICATION SYSTEMS","12","48","1692"
"1693","C Chen;Yang Xiao;C L Philip Chen;Yan Wang"," Optimal Admission Control for Multi-Class of Wireless Adaptive Multimedia Services "," IEICE Transactions Communications Special Issue Multimedia communications E B","12","49","1693"
"1694","C Chen;H N Al-Kamhawi;C L P Chen;S R LeClair"," Feature Sequencing in the Rapid Design System Using a Genetic Algorithm, ","Journal of Intelligence Manufacturing","12","5","1694"
"1695","J Lee;Tsz Kin Ho","A Row-Permutated Data Reorganization Algorithm for Growing Server-less Video-on-Demand Systems ","CCGRID","12","5","1695"
"1696","J Smith; H G Mackenzie","The Implementation of a Data Base Management System ","Australian Computer Journal","12","5","1696"
"1697","M Brown ; G Sutcliffe ","System Description: PTTP+GLiDeS - Semantically Guided PTTP ","Technical Report School of Information Technology James Cook University","12","5","1697"
"1698","S Lee;J Cheong;S -g Lee","Cache-based Query Processing for a Keyword-based Boolean Query Model in Mediator,","Proceedings of IEEE Advances Digital Libraries","12","5","1698"
"1699","Y Chen; Chauchin Su ; Shyh-Jye Jou","Parasitic Effect Removal for Analog Measurement in P Environment ","ITC International Test Conference","12","5","1699"
"1700","C Chen;Sen Xie","Freehand drawing system using a fuzzy logic concept ","Computer Aided Design","12","50","1700"
"1701","C Chen;Qing-Wen Yan ; Zesheng Tang","Efficient algorithm for the reconstruction of D objects from orthographic projections ","Computer Aided Design","12","51","1701"
"1702","C Chen;Q W Yan;C L P Chen;Z Tang"," An Efficient Algorithm for Automatic Reconstruction of -D Objects from Orthographic Projections, ","Computer Aided Design","12","52","1702"
"1703","C Chen;Chandrakumar Bhumireddy","A Genetic Learning Algorithm for Generating a Parsimonious Functional Link Network ","Neural Networks and Computational Intelligence","12","6","1703"
"1704","J Lee;T K Ho;Jack Y B Lee","A Row-Permutated Data Reorganization Algorithm for Server-less Video-on-Demand Systems,","Proc International Symposium Cluster Computing and the Grid","12","6","1704"
"1705","J Smith; ","Data Base Organisation for an Array Processor ","Australian Computer Journal","12","6","1705"
"1706","M Brown ","Selecting Semantics for Use with Semantic Pruning of Linear Deductions,","McKay Bob and Slaney J editor AI Artificial Intelligence Advances Artifical Intelligence th Australian Joint Intelligence Canberra Proceedings number LNAI Springer Verlag Heidelberg","12","6","1706"
"1707","S Lee;Jae-Heon Cheong ; Jonghoon Chun","A Method for Processing Boolean Queries Using a Result Cache ","DEXA Database and Expert Systems Applications","12","6","1707"
"1708","Y Chen; Chauchin Su ; Shung-Won Jeng","Boundary scan BIST methodology for reconfigurable systems ","ITC International Test Conference","12","6","1708"
"1709","C Chen;C L P Chen"," Design of a Real-Time AND/OR Assembly Schedule on an Optimization Neural Network, ","Journal of Intelligent Manufacturing T E Westhoven C L P Chen Y H Pao and S R LeClair","12","7","1709"
"1710","Dong-Hoon Choi ; Sang-Ho Lee","A Logic Database System with Extended Functionality ","COMPSAC International Computer Software and Applications Conference","12","7","1710"
"1711","J Lee;Tsz Kin Ho","A Transpositional Redundant Data Update Algorithm for Growing Server-Less Video Streaming Systems ","Peer to Peer Computing","12","7","1711"
"1712","J Smith; ","Alternatives in the Architecture and design of Distributed Data Bases ","Australian Computer Journal","12","7","1712"
"1713","M Brown;Geoff Sutcliffe","PTTP+GLiDeS: Guiding Linear Deductions with Semantics ","Australian Joint Conference Artificial Intelligence","12","7","1713"
